session_id,user_id,content_type,date,device,duration_min,watch_completion_pct
S376530,U10874,C1106,2022-04-01,Tablet,105.0,0.43
S757676,U11430,C1057,2024-02-15,Desktop,58.0,0.33
S774263,U11336,C1047,2022-11-12,Console,55.0,0.68
S129778,U10142,C1103,2022-12-14,Mobile,53.0,0.15
S278547,U10993,C1138,2025-01-13,Console,32.0,0.16
S776234,U11523,C1016,2024-12-27,Desktop,15.0,0.12
S245243,U11014,C1052,2025-01-19,Desktop,71.0,0.22
S416435,U10965,C1023,2024-05-09,Mobile,94.0,
S722660,U11895,C1185,2025-01-22,Desktop,129.0,0.14
S101233,U11950,C1126,2023-09-11,TV,39.0,0.32
S772312,U10324,C1183,2024-11-09,Mobile,39.0,0.26
S454828,U10958,C1215,2024-06-23,Console,55.0,0.6
S470979,U11533,C1140,2023-11-16,Mobile,53.0,
S293507,U10588,C1185,2024-06-14,Console,22.0,0.1
S484492,U10808,C1076,2023-11-01,Mobile,69.0,0.69
S679570,U10009,C1097,2023-04-24,Tablet,136.0,0.12
S378131,U11715,C1184,2023-07-09,TV,31.0,
S530451,U11776,C1052,2024-01-16,Tablet,42.0,0.41
S308563,U10611,C1114,2024-02-10,Desktop,39.0,0.15
S283178,U11375,C1179,2024-10-13,Mobile,57.0,0.16
S582277,U10237,C1037,2024-03-23,Mobile,38.0,0.41
S323330,U11124,C1145,2025-01-09,TV,94.0,0.3
S296906,U10559,C1122,2024-11-07,Desktop,44.0,0.8
S789996,U11608,C1025,2024-05-12,Desktop,31.0,
S233524,U10605,C1004,2022-08-22,Mobile,89.0,0.13
S641182,U11409,C1098,2023-11-16,Console,62.0,0.37
S658858,U10119,C1175,2021-12-19,Console,82.0,0.71
S348433,U11552,C1067,2022-07-03,Desktop,68.0,
S861234,U10136,C1061,2024-06-21,Tablet,28.0,
S322786,U11276,C1072,2024-04-02,Tablet,73.0,0.57
S229760,U10194,C1066,2022-08-07,Desktop,88.0,
S354029,U11423,C1001,2020-09-10,Tablet,29.0,0.54
S493686,U10042,C1070,2024-04-08,Desktop,34.0,0.75
S571220,U10181,C1152,2023-10-21,Mobile,54.0,
S983136,U11194,C1099,2024-04-27,TV,24.0,
S501666,U10234,C1004,2020-11-20,Console,25.0,
S299101,U10879,C1035,2024-08-14,Tablet,15.0,
S987681,U11824,C1046,2025-01-17,Tablet,30.0,0.26
S653610,U11043,C1214,2024-05-15,Tablet,40.0,0.12
S175388,U11011,C1174,2023-06-25,Mobile,28.0,0.81
S984690,U10793,C1036,2021-12-10,TV,35.0,0.68
S782399,U11033,C1068,2024-08-09,Mobile,36.0,0.48
S769549,U11803,C1008,2023-04-17,Console,100.0,0.29
S987244,U11013,C1150,2021-07-11,Console,131.0,0.37
S737643,U10823,C1014,2021-11-14,TV,38.0,0.45
S545146,U11139,C1098,2022-06-08,Console,25.0,
S552294,U10039,C1107,2023-04-07,Mobile,87.0,0.14
S842655,U10609,C1210,2021-06-25,Desktop,19.0,0.51
S170775,U10168,C1000,2023-06-09,Mobile,26.0,
S188121,U10101,C1039,2024-11-29,Console,67.0,0.43
S479106,U10380,C1030,2024-02-11,Tablet,47.0,0.22
S371955,U11555,C1214,2023-12-01,TV,36.0,0.5
S804357,U11286,C1068,2024-07-27,Desktop,27.0,
S837289,U10969,C1164,2024-03-21,Desktop,54.0,0.72
S277702,U11890,C1071,2022-09-13,Mobile,58.0,
S295963,U11205,C1182,2024-09-06,TV,24.0,0.39
S588203,U10622,C1186,2024-03-04,TV,14.0,0.49
S742062,U10404,C1027,2023-06-22,Tablet,43.0,0.56
S204375,U10877,C1178,2023-06-20,TV,16.0,0.66
S910769,U11006,C1021,2025-01-08,Desktop,59.0,
S795138,U11765,C1053,2020-03-25,Desktop,24.0,
S682917,U11098,C1017,2022-06-18,Desktop,84.0,0.41
S211764,U11686,C1173,2024-07-08,Console,56.0,0.06
S541747,U10717,C1044,2024-06-23,Desktop,42.0,0.49
S238526,U11940,C1105,2024-09-12,Mobile,32.0,
S161604,U10454,C1207,2024-12-10,Tablet,49.0,
S751994,U11545,C1045,2024-03-31,Desktop,,0.43
S707313,U11407,C1107,2023-12-17,Tablet,31.0,
S992923,U11239,C1034,2022-04-02,TV,51.0,0.24
S301766,U10345,C1183,2022-11-10,Mobile,48.0,0.01
S180633,U11139,C1096,2024-05-01,Desktop,25.0,0.68
S366870,U10630,C1039,2022-03-30,Console,20.0,0.45
S164775,U11451,C1133,2024-06-11,Console,,0.44
S672558,U11117,C1017,2023-02-01,Tablet,26.0,0.46
S763879,U11891,C1199,2024-06-14,Console,58.0,
S171149,U11317,C1071,2023-06-13,TV,53.0,0.69
S432834,U11286,C1221,2024-07-11,Console,28.0,0.42
S485425,U11966,C1157,2024-09-23,Mobile,26.0,0.4
S107261,U10993,C1041,2023-11-23,Tablet,51.0,0.86
S855870,U11188,C1041,2024-08-11,Mobile,31.0,
S434181,U11407,C1167,2025-01-19,TV,89.0,
S918044,U10626,C1208,2021-03-03,Desktop,53.0,0.19
S438906,U11387,C1080,2025-01-18,TV,58.0,
S162842,U11006,C1203,2022-12-22,Console,29.0,0.33
S671477,U11625,C1213,2024-02-12,Desktop,76.0,
S852899,U10456,C1113,2023-11-30,Console,65.0,
S641721,U11646,C1013,2024-04-25,tv,25.0,0.69
S947059,U11595,C1115,2024-02-04,Console,90.0,0.25
S737222,U11711,C1073,2023-05-09,Console,99.0,0.29
S857640,U11565,C1108,2024-01-05,Mobile,44.0,
S499087,U11505,C1003,2022-12-02,Tablet,,0.68
S611454,U11508,C1157,2024-12-10,Console,12.0,0.1
S400225,U11328,C1194,2024-08-09,Tablet,31.0,0.01
S784883,U11873,C1037,2025-01-19,console,36.0,
S218292,U10366,C1098,2023-11-15,Tablet,,0.51
S949523,U11683,C1154,2024-05-02,Mobile,57.0,0.55
S413610,U10235,C1156,2024-02-26,mobile,54.0,0.16
S269874,U10736,C1003,2024-10-16,Desktop,166.0,
S685635,U10463,C1033,2022-05-12,Mobile,36.0,0.4
S532527,U10685,C1091,2024-03-02,TV,32.0,0.18
S626935,U10502,C1126,2025-01-04,Mobile,46.0,0.5
S108919,U11848,C1109,2024-08-08,Console,50.0,0.23
S621623,U12058,C1215,2024-05-16,Mobile,97.0,0.26
S838452,U11383,C1063,2024-01-22,Console,31.0,0.19
S841156,U11738,C1159,2023-08-12,Mobile,69.0,0.03
S892214,U11228,C1143,2024-06-19,Desktop,46.0,0.46
S435414,U11452,C1092,2024-09-05,Mobile,9.0,0.53
S183105,U11701,C1149,2023-04-25,TV,15.0,0.61
S210453,U10492,C1165,2023-04-26,Desktop,71.0,0.32
S886662,U10458,C1002,2023-10-28,TV,49.0,
S445209,U10084,C1185,2021-04-27,tv,35.0,0.38
S249312,U10954,C1154,2022-06-03,Mobile,92.0,0.52
S913108,U11300,C1131,2023-07-01,Mobile,47.0,0.1
S651570,U10165,C1063,2024-08-16,TV,134.0,0.19
S979165,U10438,C1204,2023-03-30,Tablet,77.0,0.33
S794120,U11921,C1029,2024-03-06,Tablet,58.0,
S477333,U10907,C1028,2022-08-13,Tablet,85.0,0.37
S552960,U11094,C1024,2021-10-08,Mobile,38.0,0.1
S520730,U10074,C1116,2023-11-10,Console,40.0,0.3
S291948,U10544,C1131,2020-11-30,Console,56.0,0.03
S352913,U11608,C1073,2023-07-16,TV,95.0,0.71
S761511,U11749,C1006,2024-10-28,Desktop,27.0,0.17
S476105,U12003,C1015,2025-01-23,Desktop,65.0,0.21
S694633,U10394,C1208,2023-05-25,Console,66.0,
S923776,U10829,C1099,2024-05-01,tv,50.0,
S365415,U11076,C1213,2022-09-28,Tablet,90.0,0.21
S686031,U10327,C1180,2024-06-17,Console,,0.23
S281606,U10026,C1158,2022-12-04,Tablet,59.0,0.45
S338546,U10027,C1204,2024-11-23,Desktop,64.0,0.35
S602000,U11874,C1035,2025-01-16,tablet,59.0,0.18
S173098,U10351,C1180,2024-05-24,Desktop,64.0,0.23
S767965,U10893,C1110,2021-05-03,Console,44.0,0.67
S224761,U10861,C1201,2022-11-20,Mobile,44.0,
S614427,U11492,C1087,2022-03-22,Console,23.0,0.42
S467935,U10528,C1065,2024-11-14,TV,47.0,0.33
S648139,U11569,C1197,2023-03-24,TV,27.0,0.56
S718555,U11957,C1061,2022-05-09,Mobile,35.0,0.33
S206138,U11121,C1150,2023-10-01,Mobile,75.0,0.1
S160899,U11879,C1086,2025-01-19,Desktop,48.0,
S624846,U10371,C1014,2024-01-30,TV,75.0,
S435016,U10494,C1151,2023-07-01,Desktop,46.0,0.11
S255697,U10428,C1014,2023-05-02,Desktop,59.0,0.77
S762486,U10601,C1154,2023-07-27,TV,87.0,
S790292,U11610,C1019,2023-02-05,Console,56.0,0.5
S368812,U10226,C1200,2024-07-09,Tablet,88.0,0.43
S242993,U11518,C1119,2023-07-16,Console,14.0,0.25
S991201,U11861,C1153,2024-09-18,Mobile,25.0,
S354023,U11934,C1030,2023-09-05,Desktop,81.0,
S807803,U11102,C1186,2024-11-19,Tablet,91.0,0.38
S457471,U11516,C1216,2023-01-31,Console,63.0,0.49
S739019,U11678,C1111,2023-03-11,Desktop,45.0,0.74
S617387,U11038,C1073,2023-04-30,TV,56.0,
S995302,U11562,C1058,2020-10-26,Tablet,38.0,0.53
S646770,U11704,C1096,2024-10-26,Desktop,18.0,0.25
S561700,U11323,C1133,2024-07-23,Console,39.0,0.76
S127621,U11530,C1084,2024-04-20,Desktop,60.0,
S425213,U11070,C1022,2024-07-12,Tablet,38.0,0.53
S612121,U10877,C1182,2024-07-03,Console,50.0,0.33
S141656,U11413,C1082,2024-07-03,Mobile,40.0,0.35
S710926,U10753,C1196,2024-06-08,TV,59.0,
S632997,U11362,C1163,2023-03-13,Desktop,88.0,
S369037,U10282,C1168,2022-07-06,TV,35.0,0.84
S882891,U10660,C1134,2024-06-27,Desktop,56.0,0.18
S586876,U11408,C1017,2025-01-04,Desktop,67.0,0.1
S730353,U10597,C1077,2023-06-01,Desktop,91.0,0.33
S914460,U10848,C1169,2020-10-15,TV,35.0,
S345294,U10032,C1076,2024-10-31,Tablet,41.0,0.2
S165832,U11485,C1173,2022-02-28,TV,46.0,0.01
S747217,U11935,C1197,2020-05-31,Mobile,53.0,0.52
S394636,U11224,C1162,2023-03-09,Console,119.0,0.42
S645695,U11304,C1011,2024-06-29,TV,48.0,0.22
S953744,U10379,C1012,2023-08-04,Tablet,32.0,0.32
S319482,U10566,C1085,2025-01-28,Tablet,75.0,0.59
S531808,U11125,C1124,2023-04-19,Tablet,66.0,0.64
S884236,U10645,C1172,2023-09-28,Desktop,31.0,0.09
S561915,U10050,C1166,2024-11-18,Desktop,70.0,0.4
S209980,U10651,C1157,2023-10-17,Console,46.0,
S856992,U11604,C1147,2025-01-02,Mobile,48.0,
S878642,U11982,C1058,2024-11-06,Mobile,257.0,0.38
S129642,U11012,C1192,2023-10-18,desktop,33.0,0.63
S577489,U11356,C1005,2024-03-19,Mobile,22.0,0.65
S702964,U11976,C1038,2025-01-01,Tablet,109.0,0.31
S764365,U10998,C1114,2023-09-01,Desktop,95.0,
S189218,U11615,C1015,2024-08-07,TV,26.0,
S172463,U11329,C1014,2022-12-09,Mobile,95.0,0.71
S455462,U11230,C1202,2023-03-24,Mobile,,
S940596,U10273,C1134,2023-12-16,TV,15.0,0.52
S300746,U11249,C1095,2024-05-12,Mobile,50.0,
S899935,U11564,C1040,2023-06-08,Mobile,49.0,0.07
S411681,U11804,C1124,2022-01-03,Tablet,39.0,
S120405,U11231,C1073,2023-11-13,Console,82.0,0.55
S241084,U10680,C1091,2023-12-07,TV,42.0,0.49
S443556,U10651,C1157,2023-07-25,TV,33.0,
S737562,U10561,C1119,2024-10-18,TV,55.0,0.46
S867861,U11777,C1164,2024-02-06,Console,48.0,0.94
S275981,U10289,C1219,2022-09-17,Tablet,36.0,0.16
S494579,U11071,C1013,2024-03-10,Mobile,38.0,0.42
S735136,U10730,C1223,2024-05-11,Desktop,27.0,0.43
S416228,U10685,C1214,2024-02-20,Mobile,111.0,0.74
S809866,U10776,C1187,2024-03-23,Desktop,68.0,
S622525,U11204,C1181,2024-09-18,Console,27.0,0.33
S640370,U10470,C1199,2024-05-25,Mobile,15.0,0.91
S902113,U10037,C1016,2021-11-10,Desktop,41.0,
S764685,U10819,C1133,2024-08-24,Console,91.0,0.28
S881088,U10574,C1100,2025-01-28,Tablet,66.0,0.44
S798379,U11978,C1128,2024-06-10,Desktop,46.0,
S393001,U11111,C1069,2023-05-20,Desktop,23.0,0.85
S259293,U10896,C1145,2022-12-17,Desktop,41.0,0.81
S850382,U11919,C1190,2022-06-24,Console,43.0,0.65
S958173,U10083,C1061,2024-11-11,TV,51.0,0.35
S515573,U10092,C1064,2024-09-15,Console,27.0,
S780046,U10684,C1125,2021-02-18,Mobile,31.0,
S210639,U10796,C1001,2024-07-08,Tablet,20.0,0.34
S509944,U11300,C1010,2022-01-16,Tablet,,0.42
S269457,U10514,C1184,2024-09-03,Tablet,56.0,
S698022,U10426,C1121,2023-05-03,Tablet,65.0,0.44
S536061,U10357,C1046,2025-01-05,Console,23.0,
S894505,U11700,C1168,2024-12-20,Mobile,22.0,0.49
S227326,U11779,C1152,2024-04-29,Mobile,156.0,0.32
S938084,U11763,C1053,2024-10-11,Mobile,42.0,0.46
S260797,U11202,C1049,2022-12-15,Desktop,47.0,
S782700,U11632,C1039,2024-03-23,Desktop,31.0,0.06
S897599,U11566,C1052,2024-05-17,Console,25.0,0.32
S597677,U11834,C1196,2021-05-31,console,55.0,0.29
S827256,U11329,C1068,2023-11-02,Desktop,61.0,0.43
S858841,U10404,C1159,2024-07-13,Tablet,23.0,0.37
S191954,U10305,C1071,2022-04-01,Mobile,38.0,
S906601,U11867,C1135,2023-02-06,Mobile,26.0,0.45
S533177,U11914,C1091,2020-04-16,Tablet,29.0,
S275864,U11717,C1158,2022-07-30,Console,90.0,0.69
S891884,U10286,C1223,2020-11-06,Tablet,29.0,
S356199,U10252,C1036,2023-12-10,TV,47.0,0.44
S563372,U10428,C1010,2024-05-07,TV,80.0,0.53
S625710,U11306,C1073,2021-07-18,Console,32.0,0.75
S178907,U12058,C1081,2025-01-01,TV,45.0,0.41
S546438,U10630,C1202,2024-09-10,Tablet,70.0,0.26
S549770,U10732,C1084,2025-01-10,Tablet,51.0,
S901941,U10754,C1066,2024-10-29,Mobile,72.0,
S251167,U11171,C1096,2024-01-26,TV,88.0,0.54
S168516,U10211,C1178,2024-03-17,Desktop,37.0,
S354835,U11757,C1097,2024-12-12,Tablet,84.0,0.23
S397632,U11076,C1112,2022-09-22,Mobile,25.0,0.63
S833695,U11680,C1199,2024-09-30,Mobile,26.0,
S267933,U10079,C1212,2024-09-11,TV,65.0,
S548375,U10820,C1218,2022-11-28,Desktop,84.0,
S306785,U10908,C1029,2023-08-31,TV,,0.21
S535826,U11406,C1191,2024-09-05,Console,41.0,
S300714,U10888,C1014,2023-03-07,Mobile,36.0,0.26
S522627,U11834,C1080,2023-05-07,Tablet,80.0,
S915185,U10389,C1149,2024-08-13,TV,44.0,
S637701,U11183,C1132,2023-10-15,Desktop,127.0,0.76
S991739,U11356,C1180,2023-11-14,Console,90.0,
S928545,U11529,C1087,2022-10-12,Tablet,57.0,
S858532,U10325,C1079,2022-08-08,Desktop,40.0,0.27
S147666,U10447,C1033,2023-11-06,Tablet,31.0,0.3
S585936,U10145,C1036,2024-05-09,Console,80.0,
S904189,U10311,C1041,2024-01-23,Mobile,136.0,0.37
S293670,U11108,C1061,2023-06-16,Console,40.0,0.34
S492578,U11225,C1186,2024-01-01,Desktop,43.0,0.12
S620157,U11679,C1132,2024-04-28,Mobile,32.0,0.16
S788798,U11967,C1034,2023-10-18,TV,16.0,0.17
S294999,U11013,C1184,2023-10-07,TV,73.0,0.8
S152509,U10261,C1075,2022-04-29,Console,28.0,0.56
S518735,U10869,C1111,2024-03-04,Console,102.0,
S257640,U11533,C1055,2022-11-25,Tablet,35.0,
S264846,U10668,C1108,2022-07-30,Console,29.0,0.45
S236264,U12044,C1220,2023-08-01,TV,36.0,
S650070,U10326,C1045,2023-03-25,Console,25.0,0.3
S893071,U11071,C1077,2024-11-16,Console,17.0,0.42
S861683,U11836,C1126,2024-10-14,Console,45.0,0.05
S144794,U11425,C1135,2024-08-06,Desktop,59.0,0.16
S866132,U11483,C1004,2024-11-28,TV,103.0,0.56
S597262,U11594,C1140,2023-01-28,Desktop,42.0,0.34
S325206,U11742,C1104,2024-01-13,Mobile,80.0,0.3
S854664,U11679,C1059,2024-01-20,Console,92.0,0.14
S823292,U10565,C1017,2023-10-23,Mobile,41.0,0.52
S217341,U10424,C1055,2021-10-28,Desktop,58.0,
S172842,U10446,C1069,2024-09-20,Mobile,55.0,0.36
S721683,U10738,C1122,2023-07-15,Console,68.0,0.88
S649742,U10694,C1032,2023-05-21,Mobile,16.0,
S299092,U10730,C1012,2024-05-24,Tablet,15.0,0.08
S731510,U10525,C1222,2021-01-12,Tablet,84.0,0.34
S484998,U11716,C1127,2022-07-31,Desktop,45.0,0.72
S640479,U11814,C1048,2022-06-22,Tablet,34.0,0.62
S990568,U11651,C1111,2023-09-24,Tablet,43.0,0.16
S514228,U11378,C1178,2025-01-22,TV,43.0,0.73
S450883,U10473,C1056,2025-01-24,TV,55.0,0.58
S382021,U10899,C1116,2023-04-11,Console,27.0,0.57
S974517,U10447,C1083,2024-02-05,Desktop,25.0,
S567630,U11087,C1024,2024-01-26,Desktop,49.0,0.78
S845316,U11879,C1053,2024-09-12,tablet,95.0,0.32
S773467,U11217,C1016,2024-09-12,Console,45.0,
S737136,U11049,C1060,2023-08-26,Desktop,,
S140739,U10758,C1150,2023-09-27,Desktop,21.0,0.07
S982171,U11133,C1179,2024-12-05,Desktop,110.0,
S250954,U10729,C1025,2024-12-25,Console,74.0,0.27
S397480,U11470,C1160,2022-05-03,TV,58.0,0.08
S493416,U10103,C1040,2021-02-05,Tablet,25.0,
S566847,U11172,C1173,2024-12-02,Desktop,75.0,0.51
S764427,U11869,C1203,2023-11-05,Desktop,31.0,0.34
S990550,U11026,C1099,2023-10-23,Mobile,28.0,
S719584,U11345,C1033,2024-02-17,TV,31.0,0.42
S731478,U11051,C1213,2021-06-26,TV,86.0,0.46
S532981,U11742,C1183,2024-09-26,Desktop,39.0,0.41
S592040,U11774,C1143,2023-04-04,Mobile,58.0,
S924894,U11535,C1142,2025-01-06,Mobile,,0.3
S918148,U11809,C1043,2022-12-20,TV,38.0,0.36
S331361,U11325,C1162,2024-11-17,TV,43.0,0.57
S233690,U11898,C1085,2023-01-16,Console,30.0,0.4
S912383,U10356,C1197,2024-04-01,Desktop,31.0,0.39
S517805,U10357,C1098,2025-01-13,tablet,65.0,0.53
S327887,U10379,C1127,2022-10-03,Tablet,43.0,0.13
S120533,U11235,C1048,2024-08-04,Tablet,41.0,0.67
S296398,U11241,C1221,2024-11-24,Console,43.0,
S696330,U11520,C1048,2024-07-19,Console,,
S762783,U10283,C1145,2024-06-06,TV,93.0,
S251622,U10121,C1198,2023-10-21,Console,50.0,0.56
S819252,U10165,C1053,2024-10-05,Mobile,62.0,0.37
S318779,U10795,C1131,2023-04-06,Mobile,67.0,
S302249,U10799,C1200,2022-11-24,Mobile,25.0,0.47
S328849,U10491,C1126,2024-11-06,Tablet,71.0,
S674460,U10898,C1043,2024-10-17,Tablet,91.0,0.35
S433210,U10001,C1190,2024-09-19,TV,66.0,
S856098,U11730,C1094,2022-08-26,Mobile,15.0,0.3
S248408,U10696,C1090,2023-10-07,Mobile,65.0,0.36
S928873,U10240,C1165,2024-08-05,Console,71.0,
S153438,U11130,C1133,2024-03-16,TV,90.0,
S594547,U11187,C1057,2023-11-26,Mobile,63.0,0.44
S516453,U11578,C1147,2024-10-07,TV,58.0,0.23
S907660,U10205,C1127,2024-12-09,Console,56.0,0.37
S751671,U10752,C1158,2024-07-21,Console,75.0,0.39
S737655,U10526,C1004,2021-07-19,TV,76.0,0.14
S420707,U11866,C1112,2023-03-14,TV,26.0,0.11
S777217,U10308,C1095,2023-12-15,TV,14.0,0.34
S164481,U11136,C1159,2022-06-08,Console,77.0,
S249426,U10649,C1111,2021-09-15,Desktop,29.0,
S244108,U11852,C1000,2024-11-21,Console,77.0,0.18
S107949,U11945,C1098,2024-04-02,Tablet,51.0,
S221850,U11496,C1190,2021-07-23,Desktop,35.0,0.39
S523322,U11194,C1051,2024-10-03,Console,51.0,0.43
S997790,U10524,C1090,2023-03-26,Tablet,85.0,0.1
S454345,U10565,C1209,2022-08-30,Tablet,49.0,0.52
S414511,U11669,C1116,2022-08-07,Console,103.0,0.37
S929003,U10527,C1179,2021-12-26,Console,45.0,0.36
S804419,U11084,C1135,2024-08-31,Console,60.0,0.13
S321308,U10652,C1003,2020-10-01,Desktop,33.0,0.28
S642006,U10180,C1037,2024-09-23,Desktop,74.0,0.07
S350202,U11956,C1207,2024-06-29,tv,31.0,0.14
S712112,U10995,C1021,2024-09-02,Tablet,78.0,0.5
S127504,U11166,C1196,2024-09-09,Console,34.0,
S643704,U10893,C1199,2024-03-30,Tablet,43.0,
S738969,U11978,C1203,2022-10-03,TV,27.0,0.24
S460385,U11430,C1047,2025-01-05,Console,49.0,0.54
S373360,U10568,C1185,2024-11-25,Console,15.0,0.08
S725139,U10765,C1212,2025-01-19,Mobile,26.0,0.57
S805694,U10687,C1127,2023-10-12,Console,47.0,
S765493,U10400,C1038,2023-06-22,Console,31.0,
S474543,U10041,C1133,2024-06-14,Desktop,28.0,0.48
S810859,U11120,C1120,2021-07-17,TV,27.0,0.76
S394580,U11484,C1004,2024-12-19,TV,69.0,0.26
S752806,U10203,C1192,2021-04-16,TV,51.0,0.32
S353750,U11433,C1169,2024-02-16,Mobile,37.0,
S406601,U10055,C1147,2024-09-20,Console,28.0,0.56
S335835,U11779,C1101,2024-09-23,Desktop,28.0,0.18
S804198,U11057,C1017,2025-01-07,desktop,50.0,0.21
S717732,U10111,C1044,2023-02-08,TV,39.0,0.17
S542715,U11757,C1108,2021-11-02,TV,36.0,0.31
S419892,U11157,C1069,2024-11-07,Console,45.0,
S182471,U10319,C1147,2023-07-15,Tablet,80.0,0.4
S170396,U11253,C1013,2023-10-28,Mobile,25.0,0.25
S106616,U12017,C1052,2023-09-23,TV,40.0,0.49
S760689,U10843,C1108,2023-09-19,TV,73.0,
S788275,U11560,C1192,2023-08-06,Desktop,35.0,0.15
S208518,U11512,C1087,2022-07-01,Desktop,47.0,
S943710,U11950,C1166,2021-12-04,Tablet,67.0,
S265719,U11089,C1179,2022-08-14,TV,46.0,0.26
S488189,U10556,C1186,2023-12-16,TV,92.0,0.46
S809701,U11643,C1156,2023-02-03,Desktop,59.0,0.41
S132227,U10945,C1075,2024-09-25,Desktop,26.0,
S931564,U10444,C1020,2024-01-27,Tablet,39.0,0.37
S246019,U10124,C1080,2023-01-17,Tablet,26.0,0.24
S593163,U10364,C1172,2023-09-28,Desktop,42.0,
S857849,U10206,C1163,2023-12-03,TV,29.0,
S633483,U10216,C1082,2024-08-24,Tablet,52.0,0.55
S582756,U11529,C1135,2022-06-16,TV,52.0,0.29
S483700,U10146,C1002,2023-09-23,Mobile,19.0,
S780601,U10688,C1046,2022-03-22,TV,35.0,
S219327,U12015,C1016,2024-02-29,Desktop,61.0,0.15
S620575,U10715,C1055,2024-05-28,tablet,24.0,
S210940,U11700,C1212,2024-12-06,Tablet,37.0,0.3
S737979,U10506,C1041,2024-09-07,Console,47.0,
S460132,U11485,C1215,2022-06-24,Console,24.0,0.23
S273121,U11547,C1173,2024-12-25,TV,44.0,0.3
S831763,U10068,C1096,2024-11-30,Mobile,57.0,
S984407,U10161,C1084,2023-07-25,TV,36.0,0.4
S359287,U11602,C1147,2024-01-15,Desktop,22.0,0.65
S194290,U10330,C1145,2024-06-16,TV,46.0,
S708681,U10683,C1206,2024-09-30,Tablet,107.0,0.79
S191816,U11007,C1180,2023-06-11,Desktop,93.0,
S265534,U11722,C1046,2023-09-08,Tablet,60.0,0.28
S869126,U11959,C1142,2024-01-04,Tablet,56.0,0.12
S427451,U11284,C1172,2024-03-06,Console,29.0,0.32
S403246,U10074,C1152,2023-02-13,Console,21.0,0.49
S178648,U11670,C1148,2023-02-26,Mobile,28.0,0.31
S488772,U11311,C1096,2023-06-23,Console,57.0,
S522852,U10026,C1097,2022-12-15,Desktop,21.0,
S331349,U11453,C1094,2022-03-03,TV,13.0,0.41
S857107,U11406,C1162,2023-09-27,Desktop,100.0,
S464350,U10692,C1022,2021-09-29,Desktop,85.0,
S642096,U11258,C1065,2021-09-21,Desktop,35.0,0.59
S766889,U11029,C1038,2024-09-16,Tablet,,0.09
S605225,U11991,C1122,2025-01-10,TV,33.0,0.18
S598577,U11114,C1178,2024-12-29,TV,35.0,
S134829,U12014,C1128,2023-05-24,Console,50.0,0.72
S524743,U10263,C1163,2022-02-01,TV,87.0,0.15
S240769,U10835,C1092,2024-06-12,Desktop,81.0,
S395691,U10646,C1040,2022-09-14,Tablet,45.0,
S439414,U11126,C1006,2024-12-21,Desktop,107.0,0.7
S657481,U10715,C1077,2024-05-07,TV,33.0,0.65
S847328,U11934,C1193,2024-10-01,TV,155.0,
S193073,U11055,C1097,2024-11-24,Mobile,41.0,0.65
S674909,U11204,C1038,2024-05-29,Console,35.0,0.46
S689748,U11688,C1063,2023-07-11,Mobile,20.0,0.51
S144845,U11577,C1068,2025-01-31,TV,,
S779868,U11336,C1096,2022-05-03,Desktop,49.0,
S403074,U11738,C1002,2023-04-09,Desktop,,0.69
S180462,U11432,C1072,2024-06-16,Tablet,59.0,0.36
S423554,U11856,C1081,2024-07-10,Console,15.0,
S159067,U10514,C1013,2023-12-22,Console,32.0,
S911498,U11214,C1156,2022-12-23,Tablet,12.0,0.37
S766348,U10379,C1040,2023-08-25,Console,54.0,0.4
S585811,U11681,C1050,2022-11-08,TV,27.0,
S604916,U10947,C1221,2024-10-09,Desktop,64.0,0.44
S737241,U11284,C1183,2021-11-28,Tablet,44.0,0.22
S922866,U10648,C1184,2024-02-18,Console,22.0,
S829319,U11814,C1089,2021-07-30,Desktop,52.0,
S808326,U10065,C1100,2023-08-16,Console,37.0,0.78
S776783,U10486,C1059,2024-04-02,TV,17.0,
S737772,U10963,C1101,2024-09-29,Mobile,48.0,
S903346,U11084,C1134,2024-10-09,TV,32.0,0.7
S655305,U10009,C1058,2023-11-15,Tablet,59.0,
S590311,U11256,C1209,2023-12-23,Console,139.0,0.56
S736714,U10357,C1050,2025-01-14,TV,47.0,
S284847,U11716,C1169,2020-08-06,Desktop,73.0,0.02
S516653,U11751,C1154,2021-08-19,TV,71.0,0.29
S600099,U10345,C1049,2023-11-29,Tablet,64.0,
S231547,U11488,C1021,2024-09-02,TV,48.0,
S319806,U11567,C1000,2022-08-30,Desktop,60.0,
S309756,U10994,C1078,2024-05-12,Console,53.0,
S229933,U11683,C1138,2024-11-30,Mobile,59.0,0.62
S376044,U10088,C1097,2024-11-03,Desktop,81.0,0.11
S130320,U11906,C1118,2021-10-30,Desktop,52.0,
S675076,U10614,C1014,2022-07-12,Console,40.0,0.68
S291884,U10645,C1137,2024-11-03,Mobile,24.0,0.66
S790202,U10158,C1142,2022-06-15,Tablet,40.0,0.36
S649071,U10970,C1216,2024-08-12,Tablet,72.0,0.83
S608974,U10753,C1099,2024-04-04,Desktop,70.0,0.84
S538968,U10838,C1187,2023-03-16,Console,80.0,0.19
S406147,U11379,C1223,2024-10-26,Console,,0.5
S862481,U10533,C1020,2023-09-24,Desktop,63.0,0.54
S282575,U10134,C1041,2022-07-10,Mobile,43.0,0.39
S502671,U10389,C1106,2023-03-22,TV,68.0,0.52
S825492,U11361,C1193,2025-01-26,Tablet,52.0,0.61
